"Soort misdrijf";"Perioden";"Wijken en buurten";"Geregistreerde misdrijven (aantal)"
"3.7.4 Cybercrime";"2024 juni";"Amsterdam";41
"3.7.4 Cybercrime";"2024 juli";"Amsterdam";35
"3.7.4 Cybercrime";"2024 augustus";"Amsterdam";29
"3.7.4 Cybercrime";"2024 september";"Amsterdam";32
"3.7.4 Cybercrime";"2024 oktober";"Amsterdam";26
"3.7.4 Cybercrime";"2024 november";"Amsterdam";16
"3.7.4 Cybercrime";"2024 december";"Amsterdam";30
"3.7.4 Cybercrime";"2025 januari";"Amsterdam";52
"3.7.4 Cybercrime";"2025 februari";"Amsterdam";34
"3.7.4 Cybercrime";"2025 maart";"Amsterdam";38
"3.7.4 Cybercrime";"2025 april";"Amsterdam";32
"3.9.1 Horizontale fraude";"2012 januari";"Amsterdam";108
"3.9.1 Horizontale fraude";"2012 februari";"Amsterdam";118
"3.9.1 Horizontale fraude";"2012 maart";"Amsterdam";147
"3.9.1 Horizontale fraude";"2012 april";"Amsterdam";155
"3.9.1 Horizontale fraude";"2012 mei";"Amsterdam";136
"3.9.1 Horizontale fraude";"2012 juni";"Amsterdam";134
"3.9.1 Horizontale fraude";"2012 juli";"Amsterdam";142
"3.9.1 Horizontale fraude";"2012 augustus";"Amsterdam";137
"3.9.1 Horizontale fraude";"2012 september";"Amsterdam";140
"3.9.1 Horizontale fraude";"2012 oktober";"Amsterdam";144
"3.9.1 Horizontale fraude";"2012 november";"Amsterdam";97
"3.9.1 Horizontale fraude";"2012 december";"Amsterdam";94
"3.9.1 Horizontale fraude";"2013 januari";"Amsterdam";67
"3.9.1 Horizontale fraude";"2013 februari";"Amsterdam";100
"3.9.1 Horizontale fraude";"2013 maart";"Amsterdam";95
"3.9.1 Horizontale fraude";"2013 april";"Amsterdam";106
"3.9.1 Horizontale fraude";"2013 mei";"Amsterdam";89
"3.9.1 Horizontale fraude";"2013 juni";"Amsterdam";78
"3.9.1 Horizontale fraude";"2013 juli";"Amsterdam";90
"3.9.1 Horizontale fraude";"2013 augustus";"Amsterdam";75
"3.9.1 Horizontale fraude";"2013 september";"Amsterdam";80
"3.9.1 Horizontale fraude";"2013 oktober";"Amsterdam";71
"3.9.1 Horizontale fraude";"2013 november";"Amsterdam";53
"3.9.1 Horizontale fraude";"2013 december";"Amsterdam";56
"3.9.1 Horizontale fraude";"2014 januari";"Amsterdam";96
"3.9.1 Horizontale fraude";"2014  februari";"Amsterdam";67
"3.9.1 Horizontale fraude";"2014 maart";"Amsterdam";60
"3.9.1 Horizontale fraude";"2014 april";"Amsterdam";62
"3.9.1 Horizontale fraude";"2014 mei";"Amsterdam";65
"3.9.1 Horizontale fraude";"2014 juni";"Amsterdam";57
"3.9.1 Horizontale fraude";"2014 juli";"Amsterdam";65
"3.9.1 Horizontale fraude";"2014 augustus";"Amsterdam";64
"3.9.1 Horizontale fraude";"2014 september ";"Amsterdam";68
"3.9.1 Horizontale fraude";"2014 oktober";"Amsterdam";54
"3.9.1 Horizontale fraude";"2014 november";"Amsterdam";66
"3.9.1 Horizontale fraude";"2014 december";"Amsterdam";63
"3.9.1 Horizontale fraude";"2015 januari";"Amsterdam";74
"3.9.1 Horizontale fraude";"2015  februari";"Amsterdam";70
"3.9.1 Horizontale fraude";"2015 maart";"Amsterdam";87
"3.9.1 Horizontale fraude";"2015 april";"Amsterdam";75
"3.9.1 Horizontale fraude";"2015 mei";"Amsterdam";68
"3.9.1 Horizontale fraude";"2015 juni";"Amsterdam";184
"3.9.1 Horizontale fraude";"2015 juli";"Amsterdam";543
"3.9.1 Horizontale fraude";"2015 augustus";"Amsterdam";409
"3.9.1 Horizontale fraude";"2015 september";"Amsterdam";340
"3.9.1 Horizontale fraude";"2015 oktober";"Amsterdam";437
"3.9.1 Horizontale fraude";"2015 november";"Amsterdam";387
"3.9.1 Horizontale fraude";"2015 december";"Amsterdam";372
"3.9.1 Horizontale fraude";"2016 januari";"Amsterdam";353
"3.9.1 Horizontale fraude";"2016  februari";"Amsterdam";278
"3.9.1 Horizontale fraude";"2016 maart";"Amsterdam";291
"3.9.1 Horizontale fraude";"2016 april";"Amsterdam";302
"3.9.1 Horizontale fraude";"2016 mei";"Amsterdam";469
"3.9.1 Horizontale fraude";"2016 juni";"Amsterdam";455
"3.9.1 Horizontale fraude";"2016 juli";"Amsterdam";450
"3.9.1 Horizontale fraude";"2016 augustus";"Amsterdam";437
"3.9.1 Horizontale fraude";"2016 september";"Amsterdam";366
"3.9.1 Horizontale fraude";"2016 oktober";"Amsterdam";348
"3.9.1 Horizontale fraude";"2016 november";"Amsterdam";453
"3.9.1 Horizontale fraude";"2016 december";"Amsterdam";373
"3.9.1 Horizontale fraude";"2017 januari";"Amsterdam";370
"3.9.1 Horizontale fraude";"2017 februari";"Amsterdam";370
"3.9.1 Horizontale fraude";"2017 maart";"Amsterdam";414
"3.9.1 Horizontale fraude";"2017 april";"Amsterdam";343
"3.9.1 Horizontale fraude";"2017 mei";"Amsterdam";403
"3.9.1 Horizontale fraude";"2017 juni";"Amsterdam";450
"3.9.1 Horizontale fraude";"2017 juli";"Amsterdam";452
"3.9.1 Horizontale fraude";"2017 augustus";"Amsterdam";428
"3.9.1 Horizontale fraude";"2017 september";"Amsterdam";352
"3.9.1 Horizontale fraude";"2017 oktober";"Amsterdam";363
"3.9.1 Horizontale fraude";"2017 november";"Amsterdam";381
"3.9.1 Horizontale fraude";"2017 december";"Amsterdam";354
"3.9.1 Horizontale fraude";"2018 januari ";"Amsterdam";393
"3.9.1 Horizontale fraude";"2018 februari";"Amsterdam";381
"3.9.1 Horizontale fraude";"2018 maart";"Amsterdam";349
"3.9.1 Horizontale fraude";"2018 april";"Amsterdam";349
"3.9.1 Horizontale fraude";"2018 mei";"Amsterdam";390
"3.9.1 Horizontale fraude";"2018 juni";"Amsterdam";409
"3.9.1 Horizontale fraude";"2018 juli";"Amsterdam";364
"3.9.1 Horizontale fraude";"2018 augustus";"Amsterdam";470
"3.9.1 Horizontale fraude";"2018 september";"Amsterdam";416
"3.9.1 Horizontale fraude";"2018 oktober";"Amsterdam";453
"3.9.1 Horizontale fraude";"2018 november";"Amsterdam";480
"3.9.1 Horizontale fraude";"2018 december";"Amsterdam";379
"3.9.1 Horizontale fraude";"2019 januari";"Amsterdam";488
"3.9.1 Horizontale fraude";"2019 februari";"Amsterdam";427
"3.9.1 Horizontale fraude";"2019 maart";"Amsterdam";466
"3.9.1 Horizontale fraude";"2019 april";"Amsterdam";470
"3.9.1 Horizontale fraude";"2019 mei";"Amsterdam";386
"3.9.1 Horizontale fraude";"2019 juni";"Amsterdam";534
"3.9.1 Horizontale fraude";"2019 juli";"Amsterdam";508
"3.9.1 Horizontale fraude";"2019 augustus";"Amsterdam";447
"3.9.1 Horizontale fraude";"2019 september";"Amsterdam";510
"3.9.1 Horizontale fraude";"2019 oktober";"Amsterdam";522
"3.9.1 Horizontale fraude";"2019 november";"Amsterdam";464
"3.9.1 Horizontale fraude";"2019 december";"Amsterdam";429
"3.9.1 Horizontale fraude";"2020 januari";"Amsterdam";516
"3.9.1 Horizontale fraude";"2020 februari";"Amsterdam";463
"3.9.1 Horizontale fraude";"2020 maart";"Amsterdam";505
"3.9.1 Horizontale fraude";"2020 april";"Amsterdam";596
"3.9.1 Horizontale fraude";"2020 mei";"Amsterdam";728
"3.9.1 Horizontale fraude";"2020 juni";"Amsterdam";634
"3.9.1 Horizontale fraude";"2020 juli";"Amsterdam";633
"3.9.1 Horizontale fraude";"2020 augustus";"Amsterdam";509
"3.9.1 Horizontale fraude";"2020 september";"Amsterdam";608
"3.9.1 Horizontale fraude";"2020 oktober";"Amsterdam";645
"3.9.1 Horizontale fraude";"2020 november";"Amsterdam";647
"3.9.1 Horizontale fraude";"2020 december";"Amsterdam";680
"3.9.1 Horizontale fraude";"2021 januari";"Amsterdam";580
"3.9.1 Horizontale fraude";"2021 februari";"Amsterdam";621
"3.9.1 Horizontale fraude";"2021 maart";"Amsterdam";824
"3.9.1 Horizontale fraude";"2021 april";"Amsterdam";530
"3.9.1 Horizontale fraude";"2021 mei";"Amsterdam";541
"3.9.1 Horizontale fraude";"2021 juni";"Amsterdam";562
"3.9.1 Horizontale fraude";"2021 juli";"Amsterdam";517
"3.9.1 Horizontale fraude";"2021 augustus";"Amsterdam";498
"3.9.1 Horizontale fraude";"2021 september";"Amsterdam";452
"3.9.1 Horizontale fraude";"2021 oktober";"Amsterdam";490
"3.9.1 Horizontale fraude";"2021  november";"Amsterdam";541
"3.9.1 Horizontale fraude";"2021 december";"Amsterdam";525
"3.9.1 Horizontale fraude";"2022 januari";"Amsterdam";474
"3.9.1 Horizontale fraude";"2022 februari";"Amsterdam";418
"3.9.1 Horizontale fraude";"2022 maart";"Amsterdam";426
"3.9.1 Horizontale fraude";"2022 april";"Amsterdam";384
"3.9.1 Horizontale fraude";"2022 mei";"Amsterdam";400
"3.9.1 Horizontale fraude";"2022 juni";"Amsterdam";402
"3.9.1 Horizontale fraude";"2022 juli";"Amsterdam";429
"3.9.1 Horizontale fraude";"2022 augustus";"Amsterdam";377
"3.9.1 Horizontale fraude";"2022 september";"Amsterdam";289
"3.9.1 Horizontale fraude";"2022 oktober";"Amsterdam";542
"3.9.1 Horizontale fraude";"2022 november";"Amsterdam";400
"3.9.1 Horizontale fraude";"2022 december";"Amsterdam";392
"3.9.1 Horizontale fraude";"2023 januari";"Amsterdam";409
"3.9.1 Horizontale fraude";"2023 februari";"Amsterdam";394
"3.9.1 Horizontale fraude";"2023 maart";"Amsterdam";447
"3.9.1 Horizontale fraude";"2023 april";"Amsterdam";356
"3.9.1 Horizontale fraude";"2023 mei";"Amsterdam";370
"3.9.1 Horizontale fraude";"2023 juni";"Amsterdam";415
"3.9.1 Horizontale fraude";"2023 juli";"Amsterdam";429
"3.9.1 Horizontale fraude";"2023 augustus";"Amsterdam";453
"3.9.1 Horizontale fraude";"2023 september";"Amsterdam";396
"3.9.1 Horizontale fraude";"2023 oktober";"Amsterdam";477
"3.9.1 Horizontale fraude";"2023 november";"Amsterdam";482
"3.9.1 Horizontale fraude";"2023 december";"Amsterdam";439
"3.9.1 Horizontale fraude";"2024 januari";"Amsterdam";935
"3.9.1 Horizontale fraude";"2024 februari";"Amsterdam";542
"3.9.1 Horizontale fraude";"2024 maart";"Amsterdam";429
"3.9.1 Horizontale fraude";"2024 april";"Amsterdam";432
"3.9.1 Horizontale fraude";"2024 mei";"Amsterdam";490
"3.9.1 Horizontale fraude";"2024 juni";"Amsterdam";414
"3.9.1 Horizontale fraude";"2024 juli";"Amsterdam";522
"3.9.1 Horizontale fraude";"2024 augustus";"Amsterdam";457
"3.9.1 Horizontale fraude";"2024 september";"Amsterdam";390
"3.9.1 Horizontale fraude";"2024 oktober";"Amsterdam";455
"3.9.1 Horizontale fraude";"2024 november";"Amsterdam";413
"3.9.1 Horizontale fraude";"2024 december";"Amsterdam";451
"3.9.1 Horizontale fraude";"2025 januari";"Amsterdam";457
"3.9.1 Horizontale fraude";"2025 februari";"Amsterdam";438
"3.9.1 Horizontale fraude";"2025 maart";"Amsterdam";442
"3.9.1 Horizontale fraude";"2025 april";"Amsterdam";448
"3.9.2 Verticale fraude";"2012 januari";"Amsterdam";7
"3.9.2 Verticale fraude";"2012 februari";"Amsterdam";3
"3.9.2 Verticale fraude";"2012 maart";"Amsterdam";9
"3.9.2 Verticale fraude";"2012 april";"Amsterdam";6
"3.9.2 Verticale fraude";"2012 mei";"Amsterdam";6
"3.9.2 Verticale fraude";"2012 juni";"Amsterdam";5
"3.9.2 Verticale fraude";"2012 juli";"Amsterdam";6
"3.9.2 Verticale fraude";"2012 augustus";"Amsterdam";5
"3.9.2 Verticale fraude";"2012 september";"Amsterdam";6
"3.9.2 Verticale fraude";"2012 oktober";"Amsterdam";9
"3.9.2 Verticale fraude";"2012 november";"Amsterdam";2
"3.9.2 Verticale fraude";"2012 december";"Amsterdam";1
"3.9.2 Verticale fraude";"2013 januari";"Amsterdam";5
"3.9.2 Verticale fraude";"2013 februari";"Amsterdam";2
"3.9.2 Verticale fraude";"2013 maart";"Amsterdam";4
"3.9.2 Verticale fraude";"2013 april";"Amsterdam";5
"3.9.2 Verticale fraude";"2013 mei";"Amsterdam";4
"3.9.2 Verticale fraude";"2013 juni";"Amsterdam";3
"3.9.2 Verticale fraude";"2013 juli";"Amsterdam";3
"3.9.2 Verticale fraude";"2013 augustus";"Amsterdam";1
"3.9.2 Verticale fraude";"2013 september";"Amsterdam";4
"3.9.2 Verticale fraude";"2013 oktober";"Amsterdam";5
"3.9.2 Verticale fraude";"2013 november";"Amsterdam";2
"3.9.2 Verticale fraude";"2013 december";"Amsterdam";3
"3.9.2 Verticale fraude";"2014 januari";"Amsterdam";6
"3.9.2 Verticale fraude";"2014  februari";"Amsterdam";6
"3.9.2 Verticale fraude";"2014 maart";"Amsterdam";6
"3.9.2 Verticale fraude";"2014 april";"Amsterdam";0
"3.9.2 Verticale fraude";"2014 mei";"Amsterdam";6
"3.9.2 Verticale fraude";"2014 juni";"Amsterdam";7
"3.9.2 Verticale fraude";"2014 juli";"Amsterdam";5
"3.9.2 Verticale fraude";"2014 augustus";"Amsterdam";2
"3.9.2 Verticale fraude";"2014 september ";"Amsterdam";5
"3.9.2 Verticale fraude";"2014 oktober";"Amsterdam";4
"3.9.2 Verticale fraude";"2014 november";"Amsterdam";7
"3.9.2 Verticale fraude";"2014 december";"Amsterdam";5
"3.9.2 Verticale fraude";"2015 januari";"Amsterdam";9
"3.9.2 Verticale fraude";"2015  februari";"Amsterdam";7
"3.9.2 Verticale fraude";"2015 maart";"Amsterdam";9
"3.9.2 Verticale fraude";"2015 april";"Amsterdam";3
"3.9.2 Verticale fraude";"2015 mei";"Amsterdam";3
"3.9.2 Verticale fraude";"2015 juni";"Amsterdam";2
"3.9.2 Verticale fraude";"2015 juli";"Amsterdam";5
"3.9.2 Verticale fraude";"2015 augustus";"Amsterdam";4
"3.9.2 Verticale fraude";"2015 september";"Amsterdam";9
"3.9.2 Verticale fraude";"2015 oktober";"Amsterdam";5
"3.9.2 Verticale fraude";"2015 november";"Amsterdam";11
"3.9.2 Verticale fraude";"2015 december";"Amsterdam";4
"3.9.2 Verticale fraude";"2016 januari";"Amsterdam";6
"3.9.2 Verticale fraude";"2016  februari";"Amsterdam";8
"3.9.2 Verticale fraude";"2016 maart";"Amsterdam";3
"3.9.2 Verticale fraude";"2016 april";"Amsterdam";7
"3.9.2 Verticale fraude";"2016 mei";"Amsterdam";8
"3.9.2 Verticale fraude";"2016 juni";"Amsterdam";2
"3.9.2 Verticale fraude";"2016 juli";"Amsterdam";9
"3.9.2 Verticale fraude";"2016 augustus";"Amsterdam";1
"3.9.2 Verticale fraude";"2016 september";"Amsterdam";4
"3.9.2 Verticale fraude";"2016 oktober";"Amsterdam";5
"3.9.2 Verticale fraude";"2016 november";"Amsterdam";6
"3.9.2 Verticale fraude";"2016 december";"Amsterdam";3
"3.9.2 Verticale fraude";"2017 januari";"Amsterdam";3
"3.9.2 Verticale fraude";"2017 februari";"Amsterdam";7
"3.9.2 Verticale fraude";"2017 maart";"Amsterdam";6
"3.9.2 Verticale fraude";"2017 april";"Amsterdam";12
"3.9.2 Verticale fraude";"2017 mei";"Amsterdam";10
"3.9.2 Verticale fraude";"2017 juni";"Amsterdam";1
"3.9.2 Verticale fraude";"2017 juli";"Amsterdam";5
"3.9.2 Verticale fraude";"2017 augustus";"Amsterdam";4
"3.9.2 Verticale fraude";"2017 september";"Amsterdam";3
"3.9.2 Verticale fraude";"2017 oktober";"Amsterdam";8
"3.9.2 Verticale fraude";"2017 november";"Amsterdam";3
"3.9.2 Verticale fraude";"2017 december";"Amsterdam";2
"3.9.2 Verticale fraude";"2018 januari ";"Amsterdam";6
"3.9.2 Verticale fraude";"2018 februari";"Amsterdam";10
"3.9.2 Verticale fraude";"2018 maart";"Amsterdam";4
"3.9.2 Verticale fraude";"2018 april";"Amsterdam";4
"3.9.2 Verticale fraude";"2018 mei";"Amsterdam";5
"3.9.2 Verticale fraude";"2018 juni";"Amsterdam";2
"3.9.2 Verticale fraude";"2018 juli";"Amsterdam";2
"3.9.2 Verticale fraude";"2018 augustus";"Amsterdam";0
"3.9.2 Verticale fraude";"2018 september";"Amsterdam";4
"3.9.2 Verticale fraude";"2018 oktober";"Amsterdam";3
"3.9.2 Verticale fraude";"2018 november";"Amsterdam";3
"3.9.2 Verticale fraude";"2018 december";"Amsterdam";2
"3.9.2 Verticale fraude";"2019 januari";"Amsterdam";3
"3.9.2 Verticale fraude";"2019 februari";"Amsterdam";3
"3.9.2 Verticale fraude";"2019 maart";"Amsterdam";1
"3.9.2 Verticale fraude";"2019 april";"Amsterdam";9
"3.9.2 Verticale fraude";"2019 mei";"Amsterdam";4
"3.9.2 Verticale fraude";"2019 juni";"Amsterdam";2
"3.9.2 Verticale fraude";"2019 juli";"Amsterdam";5
"3.9.2 Verticale fraude";"2019 augustus";"Amsterdam";4
"3.9.2 Verticale fraude";"2019 september";"Amsterdam";3
"3.9.2 Verticale fraude";"2019 oktober";"Amsterdam";4
"3.9.2 Verticale fraude";"2019 november";"Amsterdam";5
"3.9.2 Verticale fraude";"2019 december";"Amsterdam";2
"3.9.2 Verticale fraude";"2020 januari";"Amsterdam";5
"3.9.2 Verticale fraude";"2020 februari";"Amsterdam";2
"3.9.2 Verticale fraude";"2020 maart";"Amsterdam";4
"3.9.2 Verticale fraude";"2020 april";"Amsterdam";1
"3.9.2 Verticale fraude";"2020 mei";"Amsterdam";3
"3.9.2 Verticale fraude";"2020 juni";"Amsterdam";1
"3.9.2 Verticale fraude";"2020 juli";"Amsterdam";0
"3.9.2 Verticale fraude";"2020 augustus";"Amsterdam";3
"3.9.2 Verticale fraude";"2020 september";"Amsterdam";4
"3.9.2 Verticale fraude";"2020 oktober";"Amsterdam";3
"3.9.2 Verticale fraude";"2020 november";"Amsterdam";6
"3.9.2 Verticale fraude";"2020 december";"Amsterdam";2
"3.9.2 Verticale fraude";"2021 januari";"Amsterdam";2
"3.9.2 Verticale fraude";"2021 februari";"Amsterdam";2
"3.9.2 Verticale fraude";"2021 maart";"Amsterdam";6
"3.9.2 Verticale fraude";"2021 april";"Amsterdam";2
"3.9.2 Verticale fraude";"2021 mei";"Amsterdam";6
"3.9.2 Verticale fraude";"2021 juni";"Amsterdam";4
"3.9.2 Verticale fraude";"2021 juli";"Amsterdam";2
"3.9.2 Verticale fraude";"2021 augustus";"Amsterdam";4
"3.9.2 Verticale fraude";"2021 september";"Amsterdam";5
"3.9.2 Verticale fraude";"2021 oktober";"Amsterdam";0
"3.9.2 Verticale fraude";"2021  november";"Amsterdam";1
"3.9.2 Verticale fraude";"2021 december";"Amsterdam";3
"3.9.2 Verticale fraude";"2022 januari";"Amsterdam";0
"3.9.2 Verticale fraude";"2022 februari";"Amsterdam";1
"3.9.2 Verticale fraude";"2022 maart";"Amsterdam";3
"3.9.2 Verticale fraude";"2022 april";"Amsterdam";3
"3.9.2 Verticale fraude";"2022 mei";"Amsterdam";4
"3.9.2 Verticale fraude";"2022 juni";"Amsterdam";2
"3.9.2 Verticale fraude";"2022 juli";"Amsterdam";2
"3.9.2 Verticale fraude";"2022 augustus";"Amsterdam";0
"3.9.2 Verticale fraude";"2022 september";"Amsterdam";1
"3.9.2 Verticale fraude";"2022 oktober";"Amsterdam";1
"3.9.2 Verticale fraude";"2022 november";"Amsterdam";4
"3.9.2 Verticale fraude";"2022 december";"Amsterdam";0
"3.9.2 Verticale fraude";"2023 januari";"Amsterdam";2
"3.9.2 Verticale fraude";"2023 februari";"Amsterdam";1
"3.9.2 Verticale fraude";"2023 maart";"Amsterdam";3
"3.9.2 Verticale fraude";"2023 april";"Amsterdam";4
"3.9.2 Verticale fraude";"2023 mei";"Amsterdam";5
"3.9.2 Verticale fraude";"2023 juni";"Amsterdam";5
"3.9.2 Verticale fraude";"2023 juli";"Amsterdam";3
"3.9.2 Verticale fraude";"2023 augustus";"Amsterdam";1
"3.9.2 Verticale fraude";"2023 september";"Amsterdam";1
"3.9.2 Verticale fraude";"2023 oktober";"Amsterdam";1
"3.9.2 Verticale fraude";"2023 november";"Amsterdam";1
"3.9.2 Verticale fraude";"2023 december";"Amsterdam";0
"3.9.2 Verticale fraude";"2024 januari";"Amsterdam";2
"3.9.2 Verticale fraude";"2024 februari";"Amsterdam";0
"3.9.2 Verticale fraude";"2024 maart";"Amsterdam";0
"3.9.2 Verticale fraude";"2024 april";"Amsterdam";2
"3.9.2 Verticale fraude";"2024 mei";"Amsterdam";2
"3.9.2 Verticale fraude";"2024 juni";"Amsterdam";4
"3.9.2 Verticale fraude";"2024 juli";"Amsterdam";3
"3.9.2 Verticale fraude";"2024 augustus";"Amsterdam";0
"3.9.2 Verticale fraude";"2024 september";"Amsterdam";1
"3.9.2 Verticale fraude";"2024 oktober";"Amsterdam";1
"3.9.2 Verticale fraude";"2024 november";"Amsterdam";1
"3.9.2 Verticale fraude";"2024 december";"Amsterdam";1
"3.9.2 Verticale fraude";"2025 januari";"Amsterdam";2
"3.9.2 Verticale fraude";"2025 februari";"Amsterdam";3
"3.9.2 Verticale fraude";"2025 maart";"Amsterdam";1
"3.9.2 Verticale fraude";"2025 april";"Amsterdam";0
"3.9.3 Fraude (overig)";"2012 januari";"Amsterdam";211
"3.9.3 Fraude (overig)";"2012 februari";"Amsterdam";236
"3.9.3 Fraude (overig)";"2012 maart";"Amsterdam";272
"3.9.3 Fraude (overig)";"2012 april";"Amsterdam";230
"3.9.3 Fraude (overig)";"2012 mei";"Amsterdam";256
"3.9.3 Fraude (overig)";"2012 juni";"Amsterdam";229
"3.9.3 Fraude (overig)";"2012 juli";"Amsterdam";227
"3.9.3 Fraude (overig)";"2012 augustus";"Amsterdam";204
"3.9.3 Fraude (overig)";"2012 september";"Amsterdam";163
"3.9.3 Fraude (overig)";"2012 oktober";"Amsterdam";197
"3.9.3 Fraude (overig)";"2012 november";"Amsterdam";184
"3.9.3 Fraude (overig)";"2012 december";"Amsterdam";236
"3.9.3 Fraude (overig)";"2013 januari";"Amsterdam";244
"3.9.3 Fraude (overig)";"2013 februari";"Amsterdam";192
"3.9.3 Fraude (overig)";"2013 maart";"Amsterdam";191
"3.9.3 Fraude (overig)";"2013 april";"Amsterdam";171
"3.9.3 Fraude (overig)";"2013 mei";"Amsterdam";162
"3.9.3 Fraude (overig)";"2013 juni";"Amsterdam";158
"3.9.3 Fraude (overig)";"2013 juli";"Amsterdam";172
"3.9.3 Fraude (overig)";"2013 augustus";"Amsterdam";180
"3.9.3 Fraude (overig)";"2013 september";"Amsterdam";158
"3.9.3 Fraude (overig)";"2013 oktober";"Amsterdam";178
"3.9.3 Fraude (overig)";"2013 november";"Amsterdam";153
"3.9.3 Fraude (overig)";"2013 december";"Amsterdam";115
"3.9.3 Fraude (overig)";"2014 januari";"Amsterdam";170
"3.9.3 Fraude (overig)";"2014  februari";"Amsterdam";141
"3.9.3 Fraude (overig)";"2014 maart";"Amsterdam";188
"3.9.3 Fraude (overig)";"2014 april";"Amsterdam";170
"3.9.3 Fraude (overig)";"2014 mei";"Amsterdam";166
"3.9.3 Fraude (overig)";"2014 juni";"Amsterdam";141
"3.9.3 Fraude (overig)";"2014 juli";"Amsterdam";162
"3.9.3 Fraude (overig)";"2014 augustus";"Amsterdam";171
"3.9.3 Fraude (overig)";"2014 september ";"Amsterdam";228
"3.9.3 Fraude (overig)";"2014 oktober";"Amsterdam";163
"3.9.3 Fraude (overig)";"2014 november";"Amsterdam";161
"3.9.3 Fraude (overig)";"2014 december";"Amsterdam";174
"3.9.3 Fraude (overig)";"2015 januari";"Amsterdam";160
"3.9.3 Fraude (overig)";"2015  februari";"Amsterdam";196
"3.9.3 Fraude (overig)";"2015 maart";"Amsterdam";188
"3.9.3 Fraude (overig)";"2015 april";"Amsterdam";192
"3.9.3 Fraude (overig)";"2015 mei";"Amsterdam";202
"3.9.3 Fraude (overig)";"2015 juni";"Amsterdam";158
"3.9.3 Fraude (overig)";"2015 juli";"Amsterdam";28
"3.9.3 Fraude (overig)";"2015 augustus";"Amsterdam";17
"3.9.3 Fraude (overig)";"2015 september";"Amsterdam";23
"3.9.3 Fraude (overig)";"2015 oktober";"Amsterdam";24
"3.9.3 Fraude (overig)";"2015 november";"Amsterdam";11
"3.9.3 Fraude (overig)";"2015 december";"Amsterdam";23
"3.9.3 Fraude (overig)";"2016 januari";"Amsterdam";21
"3.9.3 Fraude (overig)";"2016  februari";"Amsterdam";23
"3.9.3 Fraude (overig)";"2016 maart";"Amsterdam";30
"3.9.3 Fraude (overig)";"2016 april";"Amsterdam";29
"3.9.3 Fraude (overig)";"2016 mei";"Amsterdam";15
"3.9.3 Fraude (overig)";"2016 juni";"Amsterdam";11
"3.9.3 Fraude (overig)";"2016 juli";"Amsterdam";20
"3.9.3 Fraude (overig)";"2016 augustus";"Amsterdam";19
"3.9.3 Fraude (overig)";"2016 september";"Amsterdam";15
"3.9.3 Fraude (overig)";"2016 oktober";"Amsterdam";18
"3.9.3 Fraude (overig)";"2016 november";"Amsterdam";19
"3.9.3 Fraude (overig)";"2016 december";"Amsterdam";5
"3.9.3 Fraude (overig)";"2017 januari";"Amsterdam";17
"3.9.3 Fraude (overig)";"2017 februari";"Amsterdam";12
