"Soort misdrijf";"Perioden";"Wijken en buurten";"Geregistreerde misdrijven (aantal)"
"1.1.2 Diefstal/inbraak box/garage/schuur";"2018 september";"Amsterdam";61
"1.1.2 Diefstal/inbraak box/garage/schuur";"2018 oktober";"Amsterdam";56
"1.1.2 Diefstal/inbraak box/garage/schuur";"2018 november";"Amsterdam";48
"1.1.2 Diefstal/inbraak box/garage/schuur";"2018 december";"Amsterdam";50
"1.1.2 Diefstal/inbraak box/garage/schuur";"2019 januari";"Amsterdam";63
"1.1.2 Diefstal/inbraak box/garage/schuur";"2019 februari";"Amsterdam";81
"1.1.2 Diefstal/inbraak box/garage/schuur";"2019 maart";"Amsterdam";77
"1.1.2 Diefstal/inbraak box/garage/schuur";"2019 april";"Amsterdam";56
"1.1.2 Diefstal/inbraak box/garage/schuur";"2019 mei";"Amsterdam";58
"1.1.2 Diefstal/inbraak box/garage/schuur";"2019 juni";"Amsterdam";68
"1.1.2 Diefstal/inbraak box/garage/schuur";"2019 juli";"Amsterdam";63
"1.1.2 Diefstal/inbraak box/garage/schuur";"2019 augustus";"Amsterdam";56
"1.1.2 Diefstal/inbraak box/garage/schuur";"2019 september";"Amsterdam";50
"1.1.2 Diefstal/inbraak box/garage/schuur";"2019 oktober";"Amsterdam";61
"1.1.2 Diefstal/inbraak box/garage/schuur";"2019 november";"Amsterdam";74
"1.1.2 Diefstal/inbraak box/garage/schuur";"2019 december";"Amsterdam";91
"1.1.2 Diefstal/inbraak box/garage/schuur";"2020 januari";"Amsterdam";74
"1.1.2 Diefstal/inbraak box/garage/schuur";"2020 februari";"Amsterdam";65
"1.1.2 Diefstal/inbraak box/garage/schuur";"2020 maart";"Amsterdam";86
"1.1.2 Diefstal/inbraak box/garage/schuur";"2020 april";"Amsterdam";131
"1.1.2 Diefstal/inbraak box/garage/schuur";"2020 mei";"Amsterdam";79
"1.1.2 Diefstal/inbraak box/garage/schuur";"2020 juni";"Amsterdam";96
"1.1.2 Diefstal/inbraak box/garage/schuur";"2020 juli";"Amsterdam";67
"1.1.2 Diefstal/inbraak box/garage/schuur";"2020 augustus";"Amsterdam";33
"1.1.2 Diefstal/inbraak box/garage/schuur";"2020 september";"Amsterdam";65
"1.1.2 Diefstal/inbraak box/garage/schuur";"2020 oktober";"Amsterdam";75
"1.1.2 Diefstal/inbraak box/garage/schuur";"2020 november";"Amsterdam";69
"1.1.2 Diefstal/inbraak box/garage/schuur";"2020 december";"Amsterdam";52
"1.1.2 Diefstal/inbraak box/garage/schuur";"2021 januari";"Amsterdam";66
"1.1.2 Diefstal/inbraak box/garage/schuur";"2021 februari";"Amsterdam";56
"1.1.2 Diefstal/inbraak box/garage/schuur";"2021 maart";"Amsterdam";43
"1.1.2 Diefstal/inbraak box/garage/schuur";"2021 april";"Amsterdam";55
"1.1.2 Diefstal/inbraak box/garage/schuur";"2021 mei";"Amsterdam";55
"1.1.2 Diefstal/inbraak box/garage/schuur";"2021 juni";"Amsterdam";39
"1.1.2 Diefstal/inbraak box/garage/schuur";"2021 juli";"Amsterdam";49
"1.1.2 Diefstal/inbraak box/garage/schuur";"2021 augustus";"Amsterdam";49
"1.1.2 Diefstal/inbraak box/garage/schuur";"2021 september";"Amsterdam";42
"1.1.2 Diefstal/inbraak box/garage/schuur";"2021 oktober";"Amsterdam";31
"1.1.2 Diefstal/inbraak box/garage/schuur";"2021  november";"Amsterdam";60
"1.1.2 Diefstal/inbraak box/garage/schuur";"2021 december";"Amsterdam";47
"1.1.2 Diefstal/inbraak box/garage/schuur";"2022 januari";"Amsterdam";40
"1.1.2 Diefstal/inbraak box/garage/schuur";"2022 februari";"Amsterdam";30
"1.1.2 Diefstal/inbraak box/garage/schuur";"2022 maart";"Amsterdam";50
"1.1.2 Diefstal/inbraak box/garage/schuur";"2022 april";"Amsterdam";50
"1.1.2 Diefstal/inbraak box/garage/schuur";"2022 mei";"Amsterdam";33
"1.1.2 Diefstal/inbraak box/garage/schuur";"2022 juni";"Amsterdam";41
"1.1.2 Diefstal/inbraak box/garage/schuur";"2022 juli";"Amsterdam";38
"1.1.2 Diefstal/inbraak box/garage/schuur";"2022 augustus";"Amsterdam";36
"1.1.2 Diefstal/inbraak box/garage/schuur";"2022 september";"Amsterdam";43
"1.1.2 Diefstal/inbraak box/garage/schuur";"2022 oktober";"Amsterdam";24
"1.1.2 Diefstal/inbraak box/garage/schuur";"2022 november";"Amsterdam";31
"1.1.2 Diefstal/inbraak box/garage/schuur";"2022 december";"Amsterdam";48
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 januari";"Amsterdam";41
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 februari";"Amsterdam";43
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 maart";"Amsterdam";43
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 april";"Amsterdam";41
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 mei";"Amsterdam";46
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 juni";"Amsterdam";33
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 juli";"Amsterdam";49
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 augustus";"Amsterdam";38
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 september";"Amsterdam";50
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 oktober";"Amsterdam";35
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 november";"Amsterdam";39
"1.1.2 Diefstal/inbraak box/garage/schuur";"2023 december";"Amsterdam";47
"1.1.2 Diefstal/inbraak box/garage/schuur";"2024 januari";"Amsterdam";38
"1.1.2 Diefstal/inbraak box/garage/schuur";"2024 februari";"Amsterdam";53
"1.1.2 Diefstal/inbraak box/garage/schuur";"2024 maart";"Amsterdam";57
"1.1.2 Diefstal/inbraak box/garage/schuur";"2024 april";"Amsterdam";46
"1.1.2 Diefstal/inbraak box/garage/schuur";"2024 mei";"Amsterdam";44
"1.1.2 Diefstal/inbraak box/garage/schuur";"2024 juni";"Amsterdam";46
"1.1.2 Diefstal/inbraak box/garage/schuur";"2024 juli";"Amsterdam";53
"1.1.2 Diefstal/inbraak box/garage/schuur";"2024 augustus";"Amsterdam";43
"1.1.2 Diefstal/inbraak box/garage/schuur";"2024 september";"Amsterdam";51
"1.1.2 Diefstal/inbraak box/garage/schuur";"2024 oktober";"Amsterdam";70
"1.1.2 Diefstal/inbraak box/garage/schuur";"2024 november";"Amsterdam";43
"1.1.2 Diefstal/inbraak box/garage/schuur";"2024 december";"Amsterdam";39
"1.1.2 Diefstal/inbraak box/garage/schuur";"2025 januari";"Amsterdam";50
"1.1.2 Diefstal/inbraak box/garage/schuur";"2025 februari";"Amsterdam";50
"1.1.2 Diefstal/inbraak box/garage/schuur";"2025 maart";"Amsterdam";33
"1.1.2 Diefstal/inbraak box/garage/schuur";"2025 april";"Amsterdam";45
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2012 januari";"Amsterdam";1045
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2012 februari";"Amsterdam";854
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2012 maart";"Amsterdam";926
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2012 april";"Amsterdam";974
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2012 mei";"Amsterdam";729
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2012 juni";"Amsterdam";741
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2012 juli";"Amsterdam";747
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2012 augustus";"Amsterdam";814
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2012 september";"Amsterdam";676
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2012 oktober";"Amsterdam";1013
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2012 november";"Amsterdam";917
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2012 december";"Amsterdam";787
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2013 januari";"Amsterdam";897
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2013 februari";"Amsterdam";901
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2013 maart";"Amsterdam";1045
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2013 april";"Amsterdam";823
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2013 mei";"Amsterdam";877
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2013 juni";"Amsterdam";840
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2013 juli";"Amsterdam";869
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2013 augustus";"Amsterdam";663
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2013 september";"Amsterdam";732
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2013 oktober";"Amsterdam";821
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2013 november";"Amsterdam";1090
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2013 december";"Amsterdam";958
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2014 januari";"Amsterdam";908
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2014  februari";"Amsterdam";706
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2014 maart";"Amsterdam";810
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2014 april";"Amsterdam";794
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2014 mei";"Amsterdam";810
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2014 juni";"Amsterdam";741
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2014 juli";"Amsterdam";570
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2014 augustus";"Amsterdam";649
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2014 september ";"Amsterdam";838
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2014 oktober";"Amsterdam";944
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2014 november";"Amsterdam";961
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2014 december";"Amsterdam";923
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2015 januari";"Amsterdam";828
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2015  februari";"Amsterdam";662
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2015 maart";"Amsterdam";740
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2015 april";"Amsterdam";900
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2015 mei";"Amsterdam";839
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2015 juni";"Amsterdam";815
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2015 juli";"Amsterdam";690
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2015 augustus";"Amsterdam";735
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2015 september";"Amsterdam";844
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2015 oktober";"Amsterdam";955
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2015 november";"Amsterdam";1040
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2015 december";"Amsterdam";960
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2016 januari";"Amsterdam";916
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2016  februari";"Amsterdam";796
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2016 maart";"Amsterdam";846
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2016 april";"Amsterdam";747
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2016 mei";"Amsterdam";726
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2016 juni";"Amsterdam";719
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2016 juli";"Amsterdam";812
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2016 augustus";"Amsterdam";857
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2016 september";"Amsterdam";701
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2016 oktober";"Amsterdam";738
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2016 november";"Amsterdam";680
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2016 december";"Amsterdam";649
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2017 januari";"Amsterdam";804
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2017 februari";"Amsterdam";722
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2017 maart";"Amsterdam";827
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2017 april";"Amsterdam";816
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2017 mei";"Amsterdam";733
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2017 juni";"Amsterdam";556
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2017 juli";"Amsterdam";687
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2017 augustus";"Amsterdam";653
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2017 september";"Amsterdam";660
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2017 oktober";"Amsterdam";868
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2017 november";"Amsterdam";632
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2017 december";"Amsterdam";736
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2018 januari ";"Amsterdam";913
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2018 februari";"Amsterdam";554
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2018 maart";"Amsterdam";562
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2018 april";"Amsterdam";662
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2018 mei";"Amsterdam";621
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2018 juni";"Amsterdam";585
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2018 juli";"Amsterdam";626
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2018 augustus";"Amsterdam";557
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2018 september";"Amsterdam";618
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2018 oktober";"Amsterdam";724
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2018 november";"Amsterdam";631
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2018 december";"Amsterdam";574
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2019 januari";"Amsterdam";556
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2019 februari";"Amsterdam";546
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2019 maart";"Amsterdam";583
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2019 april";"Amsterdam";533
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2019 mei";"Amsterdam";465
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2019 juni";"Amsterdam";459
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2019 juli";"Amsterdam";510
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2019 augustus";"Amsterdam";477
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2019 september";"Amsterdam";458
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2019 oktober";"Amsterdam";585
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2019 november";"Amsterdam";595
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2019 december";"Amsterdam";629
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2020 januari";"Amsterdam";578
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2020 februari";"Amsterdam";536
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2020 maart";"Amsterdam";586
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2020 april";"Amsterdam";426
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2020 mei";"Amsterdam";261
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2020 juni";"Amsterdam";453
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2020 juli";"Amsterdam";617
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2020 augustus";"Amsterdam";515
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2020 september";"Amsterdam";599
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2020 oktober";"Amsterdam";539
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2020 november";"Amsterdam";449
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2020 december";"Amsterdam";502
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2021 januari";"Amsterdam";313
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2021 februari";"Amsterdam";209
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2021 maart";"Amsterdam";287
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2021 april";"Amsterdam";310
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2021 mei";"Amsterdam";415
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2021 juni";"Amsterdam";417
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2021 juli";"Amsterdam";465
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2021 augustus";"Amsterdam";465
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2021 september";"Amsterdam";480
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2021 oktober";"Amsterdam";781
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2021  november";"Amsterdam";647
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2021 december";"Amsterdam";422
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022 januari";"Amsterdam";326
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022 februari";"Amsterdam";441
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022 maart";"Amsterdam";490
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022 april";"Amsterdam";516
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022 mei";"Amsterdam";528
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022 juni";"Amsterdam";443
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022 juli";"Amsterdam";522
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022 augustus";"Amsterdam";519
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022 september";"Amsterdam";562
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022 oktober";"Amsterdam";707
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022 november";"Amsterdam";665
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2022 december";"Amsterdam";580
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 januari";"Amsterdam";535
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 februari";"Amsterdam";433
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 maart";"Amsterdam";540
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 april";"Amsterdam";478
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 mei";"Amsterdam";580
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 juni";"Amsterdam";520
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 juli";"Amsterdam";633
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 augustus";"Amsterdam";469
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 september";"Amsterdam";640
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 oktober";"Amsterdam";813
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 november";"Amsterdam";701
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2023 december";"Amsterdam";531
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2024 januari";"Amsterdam";409
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2024 februari";"Amsterdam";493
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2024 maart";"Amsterdam";586
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2024 april";"Amsterdam";452
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2024 mei";"Amsterdam";539
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2024 juni";"Amsterdam";591
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2024 juli";"Amsterdam";882
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2024 augustus";"Amsterdam";722
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2024 september";"Amsterdam";943
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2024 oktober";"Amsterdam";881
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2024 november";"Amsterdam";714
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2024 december";"Amsterdam";835
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2025 januari";"Amsterdam";575
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2025 februari";"Amsterdam";630
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2025 maart";"Amsterdam";480
"1.2.1 Diefstal uit/vanaf motorvoertuigen";"2025 april";"Amsterdam";531
"1.2.2 Diefstal van motorvoertuigen";"2012 januari";"Amsterdam";155
"1.2.2 Diefstal van motorvoertuigen";"2012 februari";"Amsterdam";121
"1.2.2 Diefstal van motorvoertuigen";"2012 maart";"Amsterdam";179
"1.2.2 Diefstal van motorvoertuigen";"2012 april";"Amsterdam";143
"1.2.2 Diefstal van motorvoertuigen";"2012 mei";"Amsterdam";174
"1.2.2 Diefstal van motorvoertuigen";"2012 juni";"Amsterdam";163
"1.2.2 Diefstal van motorvoertuigen";"2012 juli";"Amsterdam";167
"1.2.2 Diefstal van motorvoertuigen";"2012 augustus";"Amsterdam";149
"1.2.2 Diefstal van motorvoertuigen";"2012 september";"Amsterdam";148
"1.2.2 Diefstal van motorvoertuigen";"2012 oktober";"Amsterdam";183
"1.2.2 Diefstal van motorvoertuigen";"2012 november";"Amsterdam";183
"1.2.2 Diefstal van motorvoertuigen";"2012 december";"Amsterdam";142
"1.2.2 Diefstal van motorvoertuigen";"2013 januari";"Amsterdam";146
"1.2.2 Diefstal van motorvoertuigen";"2013 februari";"Amsterdam";151
"1.2.2 Diefstal van motorvoertuigen";"2013 maart";"Amsterdam";148
"1.2.2 Diefstal van motorvoertuigen";"2013 april";"Amsterdam";166
"1.2.2 Diefstal van motorvoertuigen";"2013 mei";"Amsterdam";225
"1.2.2 Diefstal van motorvoertuigen";"2013 juni";"Amsterdam";182
"1.2.2 Diefstal van motorvoertuigen";"2013 juli";"Amsterdam";177
"1.2.2 Diefstal van motorvoertuigen";"2013 augustus";"Amsterdam";166
"1.2.2 Diefstal van motorvoertuigen";"2013 september";"Amsterdam";188
"1.2.2 Diefstal van motorvoertuigen";"2013 oktober";"Amsterdam";188
"1.2.2 Diefstal van motorvoertuigen";"2013 november";"Amsterdam";158
"1.2.2 Diefstal van motorvoertuigen";"2013 december";"Amsterdam";160
"1.2.2 Diefstal van motorvoertuigen";"2014 januari";"Amsterdam";159
"1.2.2 Diefstal van motorvoertuigen";"2014  februari";"Amsterdam";122
"1.2.2 Diefstal van motorvoertuigen";"2014 maart";"Amsterdam";160
"1.2.2 Diefstal van motorvoertuigen";"2014 april";"Amsterdam";208
"1.2.2 Diefstal van motorvoertuigen";"2014 mei";"Amsterdam";161
"1.2.2 Diefstal van motorvoertuigen";"2014 juni";"Amsterdam";188
"1.2.2 Diefstal van motorvoertuigen";"2014 juli";"Amsterdam";138
"1.2.2 Diefstal van motorvoertuigen";"2014 augustus";"Amsterdam";130
"1.2.2 Diefstal van motorvoertuigen";"2014 september ";"Amsterdam";150
"1.2.2 Diefstal van motorvoertuigen";"2014 oktober";"Amsterdam";156
"1.2.2 Diefstal van motorvoertuigen";"2014 november";"Amsterdam";185
"1.2.2 Diefstal van motorvoertuigen";"2014 december";"Amsterdam";148
"1.2.2 Diefstal van motorvoertuigen";"2015 januari";"Amsterdam";156
"1.2.2 Diefstal van motorvoertuigen";"2015  februari";"Amsterdam";161
"1.2.2 Diefstal van motorvoertuigen";"2015 maart";"Amsterdam";158
"1.2.2 Diefstal van motorvoertuigen";"2015 april";"Amsterdam";170
